cohort,bdchm_label,phv,phs,pht,var_desc,var_units,bdchm_entity,bdchm_varname,bdchm_unit,onto_id,participantidphv,associatedvisit,ageinyearsphv,source_unit,target_unit,conversion_rule,equivalent_units,has_pht,has_onto,unit_match,unit_convert,unit_expr,row_good
"fhs","lvh from ekg","phv00008658","phs000007","pht000032","ecg: r greater than 11 mm in av lead lvh criteria","","Condition","lvh_ekg","","OMOP:4065282","phv00008743","FHS OFFSPRING EXAM 3","","","","",,1,1,,0,0,0
"chs","taking non statin medication","phv00099621","phs000287","pht001450","niacin and nicotinic acid","","DrugExposure","tak_nstat_med","","","phv00098771","CHS BASELINE 2","phv00098799","","","",,1,,,0,0,0
"mesa","diabetes","phv00086746","phs000209","pht001120","exam 4 diabetes mellitus by 2003 ada fasting criteria algorithm","","Condition","diabetes","","OMOP:201820","phv00086726","MESA CLASSIC EXAM 4","phv00086727","","","",,1,1,,0,0,0
"whi","race","phv00079329","phs000200","pht001009","samoan","","Demography","race","","OMOP:4013886","phv00079312","WHI PI 41","","","","",,1,1,,0,0,0
"chs","taking calcium channel blockers","phv00105042","phs000287","pht001489","slow-release diltiazem","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00104468","CHS YEAR 4","","","","",,1,1,,0,0,0
"mesa","taking diuretics","phv00087346","phs000209","pht001121","loop diuretics","","DrugExposure","tak_diuret","","OMOP:21601461","phv00087070","MESA FAMILY","phv00087071","","","",,1,1,,0,0,0
"cardia","death","phv00117879","phs000285","pht001748","date cardia staff learned of death","","Person","death_stat","","OMOP:434489","phv00117878","CARDIA EXAM 7","","","","",,1,1,,0,0,0
"chs","angina","phv00101490","phs000287","pht001474","new angina","","Condition","angina","","OMOP:321318","phv00101324","CHS YEAR 10","phv00102006","","","",,1,1,,0,0,0
"aric","taking calcium channel blockers","phv00203800","phs000280","pht004047","patient taking calcium channel blockers last month. q23b [coroner /medical examiner form]","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00203808","ARIC DEATH EVENT","","","","",,1,1,,0,0,0
"mesa","taking angiotensin receptor blockers","phv00086935","phs000209","pht001120","combinations of angiotensin ii antagonists plus diuretics","","DrugExposure","tak_angiorecepblk","","OMOP:19402372","phv00086726","MESA CLASSIC EXAM 4","phv00086727","","","",,1,1,,0,0,0
"cardia","peripheral arterial disease","phv00121548","phs000285","pht001871","peripheral arterial disease","","Condition","pad","","OMOP:3654996","phv00121473","CARDIA MEDICAL HISTORY","","","","",,1,1,,0,0,0
"mesa","taking centrally acting agents","phv00085324","phs000209","pht001116","hypertension medication","","DrugExposure","tak_cenactag","","OMOP:21602722","phv00084441","MESA CLASSIC EXAM 1","phv00084442","","","",,1,1,,0,0,0
"fhs","history of heart disease","phv00177497","phs000007","pht003094","clinical diagnostic impression: rheumatic heart disease","","Condition","hist_hrtdis","","OMOP:321588","phv00177237","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","hypertension treatment","phv00277251","phs000007","pht006027","treated for hypertension, exam 7","","DrugExposure","hypert_trt","","OMOP:4015732","","","","","","",,1,1,,0,0,0
"whi","hypertension","phv00283528","phs000200","pht006223","f136 history of pulmonary hypertension","","Condition","hyperten","","OMOP:320128","phv00283451","WHI UNC HEART FAILURE DETAILS","","","","",,1,1,,0,0,0
"aric","history of heart failure","phv00516894","phs000280","pht012840","self-report heart failure by jan2018 [cohort status derived variables. status61. visit 6]","","Condition","hist_hrtfail","","OMOP:316139","phv00516885","ARIC EXAM 6","","","","",,1,1,,0,0,0
"chs","stroke","phv00104810","phs000287","pht001489","hospitalized for stroke","","Condition","stroke","","OMOP:4212690","phv00104468","CHS YEAR 4","","","","",,1,1,,0,0,0
"chs","taking vasodilators","phv00099637","phs000287","pht001450","peripheral vasodilators, exclude dipyrid","","DrugExposure","tak_vasodil","","OMOP:21601560","phv00098771","CHS BASELINE 2","phv00098799","","","",,1,1,,0,0,0
"aric","pacemaker implant status","phv00216914","phs000280","pht004234","electronic pacemaker, by visual flag [ecg data. visit 4]","","Procedure","pacem_stat","","OMOP:45772840","phv00217294","ARIC EXAM 4","","","","",,1,1,,0,0,0
"fhs","taking diuretics","phv00002959","phs000007","pht000019","interim history of medicine used: k-sparing diuretics","","DrugExposure","tak_diuret","","OMOP:21601461","phv00003261","FHS ORIGINAL EXAM 17","","","","",,1,1,,0,0,0
"mesa","hypertension treatment","phv00086282","phs000209","pht001119","hypertension by jnc vi (1997) criteria, exam 3","","DrugExposure","hypert_trt","","OMOP:4015732","phv00086258","MESA CLASSIC EXAM 3","phv00086259","","","",,1,1,,0,0,0
"chs","taking medication for diabetes","phv00107955","phs000287","pht001492","taking meds for diabetes","","DrugExposure","tak_med_diab","","OMOP:21600765","phv00107443","CHS YEAR 6","","","","",,1,1,,0,0,0
"aric","history of cardiovascular disease","phv00204833","phs000280","pht004064","visit 3, prevalent coronary heart disease [cohort. visit 3]","","Condition","hist_cvd","","OMOP:134057","phv00204919","ARIC EXAM 3","phv00204871","","","",,1,1,,0,0,0
"aric","death","phv00516798","phs000280","pht012839","participant is known to be dead at visit 2 [cohort status derived variables. status51. visit 5]","","Person","death_stat","","OMOP:434489","phv00516796","ARIC EXAM 5","","","","",,1,1,,0,0,0
"aric","taking aldosterone receptor blockers","phv00204754","phs000280","pht004063","blood pressure lowering medications in the past 2 weeks [cohort. visit 1]","","DrugExposure","tak_aldorecepblk","","OMOP:4156739","phv00204812","ARIC EXAM 1","phv00204712","","","",,1,1,,0,0,0
"aric","sex","phv00204711","phs000280","pht004063","sex (uncorrected from ftra22) [cohort. visit 1]","","Demography","sex","","OMOP:3046965","phv00204812","ARIC EXAM 1","phv00204712","","","",,1,1,,0,0,0
"chs","carotid plaque","phv00100290","phs000287","pht001452","cohort","","Condition","carotid_plaque","","OMOP:4102124","phv00100285","CHS BASELINE BOTH","phv00100487","","","",,1,1,,0,0,0
"fhs","history of heart disease","phv00177501","phs000007","pht003094","clinical diagnostic impression: other heart disease (includes congenital)","","Condition","hist_hrtdis","","OMOP:321588","phv00177237","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"chs","taking ace inhibitors","phv00100516","phs000287","pht001452","ace inhibitors with diuretics","","DrugExposure","tak_aceinhib","","OMOP:21601784","phv00100285","CHS BASELINE BOTH","phv00100487","","","",,1,1,,0,0,0
"mesa","taking diuretics","phv00086494","phs000209","pht001119","any diuretic","","DrugExposure","tak_diuret","","OMOP:21601461","phv00086258","MESA CLASSIC EXAM 3","phv00086259","","","",,1,1,,0,0,0
"aric","lvh from ekg","phv00205818","phs000280","pht004078","minnesota code e7 (duration criteria for r-e score for lvh) [ecg machine coding. ecgx02. visit 1]","","Condition","lvh_ekg","","OMOP:4065282","phv00205844","ARIC EXAM 1","","","","",,1,1,,0,0,0
"mesa","taking ace inhibitors","phv00175330","phs000209","pht003086","ace inhibitors with diuretics","","DrugExposure","tak_aceinhib","","OMOP:21601784","phv00174584","MESA AIR EXAM 5","","","","",,1,1,,0,0,0
"fhs","taking diuretics","phv00250738","phs000007","pht004814","medical history - cardiovascular medications: thiazide/k-sparing diuretics (dyazide, maxide, etc.)","","DrugExposure","tak_diuret","","OMOP:21601461","phv00250718","FHS OMNI 1 EXAM 2","","","","",,1,1,,0,0,0
"fhs","history of myocardial infarction","phv00005248","phs000007","pht000024","ecg: myocardial infarct-true posterior","","Condition","hist_my_inf","","OMOP:1340204","phv00005557","FHS ORIGINAL EXAM 22","","","","",,1,1,,0,0,0
"mesa","ethnicity","phv00086265","phs000209","pht001119","cuban","","Demography","ethnicity","","OMOP:44803968","phv00086258","MESA CLASSIC EXAM 3","phv00086259","","","",,1,1,,0,0,0
"fhs","lvh from ekg","phv00423909","phs000007","pht009761","definite left ventricular hypertrophy, exam 4","","Condition","lvh_ekg","","OMOP:4065282","phv00423868","FHS OMNI 1 EXAM 1-4","","","","",,1,1,,0,0,0
"mesa","taking angiotensin receptor blockers","phv00086497","phs000209","pht001119","angiotensin type 2 antagonists","","DrugExposure","tak_angiorecepblk","","OMOP:19402372","phv00086258","MESA CLASSIC EXAM 3","phv00086259","","","",,1,1,,0,0,0
"chs","taking calcium channel blockers","phv00108246","phs000287","pht001492","immediate-release dihyropyridines other","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00107443","CHS YEAR 6","","","","",,1,1,,0,0,0
"jhs","history of cardiovascular disease","phv00401212","phs000286","pht008729","cardiovascular disease history","","Condition","hist_cvd","","OMOP:134057","phv00401078","JHS EXAM 1","phv00401085","","","",,1,1,,0,0,0
"cardia","asthma","phv00121367","phs000285","pht001869","other basis for asthma diagnosis","","Condition","asthma","","OMOP:4308356","phv00121257","CARDIA MEDICAL HISTORY","","","","",,1,1,,0,0,0
"fhs","taking oral hypoglycemic agents","phv00250771","phs000007","pht004814","medical history - interim non-cardiovascular medications i: oral hypoglycemic: triglitazone","","DrugExposure","tak_orlhypoag","","OMOP:4162568","phv00250718","FHS OMNI 1 EXAM 2","","","","",,1,1,,0,0,0
"fhs","taking diuretics","phv00055381","phs000007","pht000395","any diuretic","","DrugExposure","tak_diuret","","OMOP:21601461","phv00056635","FHS OFFSPRING OR OMNI 1 SHHS EXAM 1","","","","",,1,1,,0,0,0
"chs","venous thromboembolism","phv00101532","phs000287","pht001474","had deep vein thrombosis","","Condition","ven_thromb","","OMOP:4327889","phv00101324","CHS YEAR 10","phv00102006","","","",,1,1,,0,0,0
"mesa","asthma","phv00086418","phs000209","pht001119","asthma: self-report","","Condition","asthma","","OMOP:4308356","phv00086258","MESA CLASSIC EXAM 3","phv00086259","","","",,1,1,,0,0,0
"mesa","taking alpha blockers","phv00086502","phs000209","pht001119","alpha-blockers with diuretics","","DrugExposure","tak_alphablk","","OMOP:4333403","phv00086258","MESA CLASSIC EXAM 3","phv00086259","","","",,1,1,,0,0,0
"fhs","lvh from ekg","phv00369896","phs000007","pht007777","definite left ventricular hypertrophy, exam 26","","Condition","lvh_ekg","","OMOP:4065282","phv00369651","FHS ORIGINAL EXAM 1-32","","","","",,1,1,,0,0,0
"whi","cause of death","phv00283416","phs000200","pht006220","cause of all discovered death","","Person","cause_of_death","","OMOP:4083743","phv00283412","WHI ADDO","","","","",,1,1,,0,0,0
"aric","history of heart failure","phv00419792","phs000280","pht009477","gothenburg criteria: 0=absent 1=latent 2=manifest 3=grade 3 4=hf death 5=unknown","","Condition","hist_hrtfail","","OMOP:316139","phv00419825","ARIC COHORT","phv00419796","","","",,1,1,,0,0,0
"chs","history of myocardial infarction","phv00197449","phs000287","pht003699","md said pt had heart attack?","","Condition","hist_my_inf","","OMOP:1340204","phv00197394","CHS PSG 1","","","","",,1,1,,0,0,0
"chs","carotid plaque","phv00101306","phs000287","pht001473","year 5 lesion morphology, rt side","","Condition","carotid_plaque","","OMOP:4102124","phv00101233","CHS YEAR 5","","","","",,1,1,,0,0,0
"chs","venous thromboembolism","phv00103376","phs000287","pht001480","told by md you had deep vein thrombosis","","Condition","ven_thromb","","OMOP:4327889","phv00103365","CHS YEAR 14","phv00103416","","","",,1,1,,0,0,0
"fhs","lvh from ekg","phv00254230","phs000007","pht005140","electrocardiograph-part ii: left ventricular hypertrophy criteria: s >= 25mm","","Condition","lvh_ekg","","OMOP:4065282","phv00254010","FHS OFFSPRING EXAM 9, OMNI 1 EXAM 4","","","","",,1,1,,0,0,0
"whi","death","phv00283413","phs000200","pht006220","all discovered death","","Person","death_stat","","OMOP:434489","phv00283412","WHI ADDO","","","","",,1,1,,0,0,0
"aric","diabetes","phv00515896","phs000280","pht012825","frailty deficit index item 2 - diabetes","","Condition","diabetes","","OMOP:201820","phv00515894","ARIC COHORT","","","","",,1,1,,0,0,0
"mesa","cigarette smoking","phv00087256","phs000209","pht001121","average number of cigarettes smoked per day","","Observation","cig_smok","","OMOP:4282779","phv00087070","MESA FAMILY","phv00087071","","","",,1,1,,0,0,0
"mesa","ethnicity","phv00084444","phs000209","pht001116","race / ethnicity","","Demography","ethnicity","","OMOP:44803968","phv00084441","MESA CLASSIC EXAM 1","phv00084442","","","",,1,1,,0,0,0
"fhs","lvh from ekg","phv00004891","phs000007","pht000023","ecg: left ventricular hypertrophy criteria r >= 25mm precor leads","","Condition","lvh_ekg","","OMOP:4065282","phv00004939","FHS ORIGINAL EXAM 21","","","","",,1,1,,0,0,0
"chs","taking vasodilators","phv00105085","phs000287","pht001489","vasodilators, a mixed group","","DrugExposure","tak_vasodil","","OMOP:21601560","phv00104468","CHS YEAR 4","","","","",,1,1,,0,0,0
"fhs","race","phv00251752","phs000007","pht004815","sociodemographic questions - part i - self-administered: which of the following best describes your race (check all that apply): american indian or alaska native","","Demography","race","","OMOP:4013886","phv00251262","FHS OMNI 1 EXAM 3","","","","",,1,1,,0,0,0
"mesa","taking insulin","phv00086008","phs000209","pht001118","insulins","","DrugExposure","tak_insulin","","OMOP:45882625","phv00085772","MESA CLASSIC EXAM 2","phv00085773","","","",,1,1,,0,0,0
"chs","taking vasodilators","phv00100586","phs000287","pht001452","vasodilators, a mixed group","","DrugExposure","tak_vasodil","","OMOP:21601560","phv00100285","CHS BASELINE BOTH","phv00100487","","","",,1,1,,0,0,0
"chs","diabetes","phv00103537","phs000287","pht001483","told by md you had diabetes","","Condition","diabetes","","OMOP:201820","phv00103522","CHS YEAR 15","phv00103574","","","",,1,1,,0,0,0
"chs","hypertension","phv00105095","phs000287","pht001489","high blood pressure","","Condition","hyperten","","OMOP:320128","phv00104468","CHS YEAR 4","","","","",,1,1,,0,0,0
"cardia","angina","phv00121299","phs000285","pht001869","angina based on scintigrapic/echocardio stress test pos","","Condition","angina","","OMOP:321318","phv00121257","CARDIA MEDICAL HISTORY","","","","",,1,1,,0,0,0
"mesa","cigarette smoking","phv00086096","phs000209","pht001118","smoking status","","Observation","cig_smok","","OMOP:4282779","phv00085772","MESA CLASSIC EXAM 2","phv00085773","","","",,1,1,,0,0,0
"mesa","taking angiotensin receptor blockers","phv00086015","phs000209","pht001118","angiotensin type 2 antagonists","","DrugExposure","tak_angiorecepblk","","OMOP:19402372","phv00085772","MESA CLASSIC EXAM 2","phv00085773","","","",,1,1,,0,0,0
"chs","venous thromboembolism","phv00103324","phs000287","pht001479","told by md you had deep vein thrombosis","","Condition","ven_thromb","","OMOP:4327889","phv00103312","CHS YEAR 13","phv00103364","","","",,1,1,,0,0,0
"chs","taking calcium channel blockers","phv00105088","phs000287","pht001489","slow-release verapamil","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00104468","CHS YEAR 4","","","","",,1,1,,0,0,0
"mesa","cigarette smoking","phv00083247","phs000209","pht001111","cigarettes: average # smoked per day","","Observation","cig_smok","","OMOP:4282779","phv00082638","MESA AIR EXAM","phv00082639","","","",,1,1,,0,0,0
"fhs","hypertension treatment","phv00277247","phs000007","pht006027","treated for hypertension, exam 3","","DrugExposure","hypert_trt","","OMOP:4015732","","","","","","",,1,1,,0,0,0
"mesa","taking oral hypoglycemic agents","phv00086011","phs000209","pht001118","oral hypoglycemic agents-now contructed from:","","DrugExposure","tak_orlhypoag","","OMOP:4162568","phv00085772","MESA CLASSIC EXAM 2","phv00085773","","","",,1,1,,0,0,0
"aric","stroke","phv00210459","phs000280","pht004200","stroke-left carotid [stroke. visit 4]","","Condition","stroke","","OMOP:4212690","phv00210468","ARIC EXAM 4","","","","",,1,1,,0,0,0
"mesa","hypertension","phv00085797","phs000209","pht001118","hypertension by jnc vi (1997) criteria, exam 2","","Condition","hyperten","","OMOP:320128","phv00085772","MESA CLASSIC EXAM 2","phv00085773","","","",,1,1,,0,0,0
"mesa","sex","phv00174586","phs000209","pht003086","gender","","Demography","sex","","OMOP:3046965","phv00174584","MESA AIR EXAM 5","","","","",,1,1,,0,0,0
"mesa","ethnicity","phv00085777","phs000209","pht001118","dominican","","Demography","ethnicity","","OMOP:44803968","phv00085772","MESA CLASSIC EXAM 2","phv00085773","","","",,1,1,,0,0,0
"fhs","cigarette smoking","phv00007994","phs000007","pht000031","ever smoked cigarettes regularly","","Observation","cig_smok","","OMOP:4282779","phv00008379","FHS OFFSPRING EXAM 2","","","","",,1,1,,0,0,0
"chs","taking ace inhibitors","phv00103067","phs000287","pht001475","ace inhibitors with diuretics","","DrugExposure","tak_aceinhib","","OMOP:21601784","phv00102174","CHS YEAR 11","phv00102583","","","",,1,1,,0,0,0
"fhs","history of coronary angioplasty","phv00004772","phs000007","pht000023","history of coronary artery anigioplasty","","Procedure","hist_cor_angio","","OMOP:4184832","phv00004939","FHS ORIGINAL EXAM 21","","","","",,1,1,,0,0,0
"jhs","obesity","phv00401291","phs000286","pht008730","aha bmi categorization","","Condition","obesity","","OMOP:433736","phv00401273","JHS EXAM 2","phv00401282","","","",,1,1,,0,0,0
"aric","cigarette smoking","phv00512400","phs000280","pht012815","ever smoked cigarettes [cohort visit derived variables. derive61. visit 6]","","Observation","cig_smok","","OMOP:4282779","phv00512222","ARIC EXAM 6","phv00512229","","","",,1,1,,0,0,0
"chs","venous thromboembolism","phv00107043","phs000287","pht001491","had deep vein thrombosis","","Condition","ven_thromb","","OMOP:4327889","phv00106520","CHS YEAR 5 OLD","","","","",,1,1,,0,0,0
"mesa","taking diuretics","phv00086050","phs000209","pht001118","loop diuretics","","DrugExposure","tak_diuret","","OMOP:21601461","phv00085772","MESA CLASSIC EXAM 2","phv00085773","","","",,1,1,,0,0,0
"aric","history of myocardial infarction","phv00207313","phs000280","pht004111","has a doctor ever said that you had any of the following: heart attack? q10c [home interview. hom. visit 1]","","Condition","hist_my_inf","","OMOP:1340204","phv00207407","ARIC EXAM 1","","","","",,1,1,,0,0,0
"whi","taking alpha blockers","phv00169611","phs000200","pht002754","f44 medication therapeutic class code","","DrugExposure","tak_alphablk","","OMOP:4333403","phv00169602","WHI MAIN 44","","","","",,1,1,,0,0,0
"mesa","hypertension treatment","phv00085762","phs000209","pht001117","history of hypertension indicator","","DrugExposure","hypert_trt","","OMOP:4015732","phv00085751","MESA CLASSIC EXAM 2","","","","",,1,1,,0,0,0
"fhs","history of myocardial infarction","phv00273870","phs000007","pht006005","have you ever been told by a doctor you had a heart attack or myocardial infarction?","","Condition","hist_my_inf","","OMOP:1340204","phv00273700","FHS NEW OFFSPRING SPOUSE EXAM 1","","","","",,1,1,,0,0,0
"aric","history of heart disease","phv00206801","phs000280","pht004102","section 3: medical history. coronary heart disease (within year) [heart failure hospital record abstraction form, hfa]","","Condition","hist_hrtdis","","OMOP:321588","phv00207055","ARIC HOSPITAL FORM","","","","",,1,1,,0,0,0
"mesa","taking alpha blockers","phv00085324","phs000209","pht001116","hypertension medication","","DrugExposure","tak_alphablk","","OMOP:4333403","phv00084441","MESA CLASSIC EXAM 1","phv00084442","","","",,1,1,,0,0,0
"mesa","taking diuretics","phv00085370","phs000209","pht001116","loop diuretics","","DrugExposure","tak_diuret","","OMOP:21601461","phv00084441","MESA CLASSIC EXAM 1","phv00084442","","","",,1,1,,0,0,0
"cardia","stroke","phv00121319","phs000285","pht001869","tia based on episode lasting >30 sec, <= 24 hrs","","Condition","stroke","","OMOP:4212690","phv00121257","CARDIA MEDICAL HISTORY","","","","",,1,1,,0,0,0
"mesa","taking calcium channel blockers","phv00085335","phs000209","pht001116","amlodipine","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00084441","MESA CLASSIC EXAM 1","phv00084442","","","",,1,1,,0,0,0
"chs","stroke","phv00105877","phs000287","pht001490","tia status at baseline","","Condition","stroke","","OMOP:4212690","phv00105099","CHS YEAR 5 NEW","","","","",,1,1,,0,0,0
"aric","history of heart disease","phv00203790","phs000280","pht004047","history of other chronic ischemic heart disease. q17 [coroner /medical examiner form]","","Condition","hist_hrtdis","","OMOP:321588","phv00203808","ARIC DEATH EVENT","","","","",,1,1,,0,0,0
"chs","taking diuretics","phv00105092","phs000287","pht001489","any diuretic","","DrugExposure","tak_diuret","","OMOP:21601461","phv00104468","CHS YEAR 4","","","","",,1,1,,0,0,0
"chs","taking medication for diabetes","phv00105966","phs000287","pht001490","taking meds for diabetes","","DrugExposure","tak_med_diab","","OMOP:21600765","phv00105099","CHS YEAR 5 NEW","","","","",,1,1,,0,0,0
"mesa","hypertension treatment","phv00086283","phs000209","pht001119","hypertension stage","","DrugExposure","hypert_trt","","OMOP:4015732","phv00086258","MESA CLASSIC EXAM 3","phv00086259","","","",,1,1,,0,0,0
"chs","cigarette smoking","phv00108732","phs000287","pht001493","current smoking status","","Observation","cig_smok","","OMOP:4282779","phv00108303","CHS YEAR 7","","","","",,1,1,,0,0,0
"fhs","cigarette smoking","phv00525305","phs000007","pht012916","cigarette smoking status, exam 8","","Observation","cig_smok","","OMOP:4282779","","","","","","",,,1,,0,0,0
"chs","taking diuretics","phv00106469","phs000287","pht001490","thiazide diuretics with k-sparing agents","","DrugExposure","tak_diuret","","OMOP:21601461","phv00105099","CHS YEAR 5 NEW","","","","",,1,1,,0,0,0
"aric","lvh from ekg","phv00216900","phs000280","pht004234","left ventricular hypertrophy, by minnesota code [ecg data. visit 4]","","Condition","lvh_ekg","","OMOP:4065282","phv00217294","ARIC EXAM 4","","","","",,1,1,,0,0,0
"fhs","lvh from ekg","phv00000818","phs000007","pht000009","ecg: left ventricular hypertrophy, exam 5","","Condition","lvh_ekg","","OMOP:4065282","phv00001036","FHS ORIGINAL EXAM 1-7","","","","",,1,1,,0,0,0
"cardia","venous thromboembolism","phv00121353","phs000285","pht001869","pe based on >=1 dvt criteria in 11.2 plus signs","","Condition","ven_thromb","","OMOP:4327889","phv00121257","CARDIA MEDICAL HISTORY","","","","",,1,1,,0,0,0
"chs","diabetes","phv00105964","phs000287","pht001490","diabetes","","Condition","diabetes","","OMOP:201820","phv00105099","CHS YEAR 5 NEW","","","","",,1,1,,0,0,0
"whi","diabetes","phv00078464","phs000200","pht000998","diabetes ever","","Condition","diabetes","","OMOP:201820","phv00078435","WHI ELIGIBILITY","phv00078437","","","",,1,1,,0,0,0
"whi","race","phv00079323","phs000200","pht001009","japanese","","Demography","race","","OMOP:4013886","phv00079312","WHI PI 41","","","","",,1,1,,0,0,0
"fhs","history of heart failure","phv00460945","phs000007","pht004813","have you been hospitalized for heart failure?","","Condition","hist_hrtfail","","OMOP:316139","","","","","","",,,1,,0,0,0
"mesa","taking non statin medication","phv00085373","phs000209","pht001116","niacin and nicotinic acid","","DrugExposure","tak_nstat_med","","","phv00084441","MESA CLASSIC EXAM 1","phv00084442","","","",,1,,,0,0,0
"mesa","taking angiotensin receptor blockers","phv00085326","phs000209","pht001116","angiotensin type 2 antagonists","","DrugExposure","tak_angiorecepblk","","OMOP:19402372","phv00084441","MESA CLASSIC EXAM 1","phv00084442","","","",,1,1,,0,0,0
"cardia","fruit consumption","phv00116766","phs000285","pht001712","avocado and similar","","","","","","phv00116761","CARDIA YEAR 7","","","","",,1,,,0,0,0
"cardia","hypertension","phv00121591","phs000285","pht001871","hypertension based on dbp> 90 mmhg","","Condition","hyperten","","OMOP:320128","phv00121473","CARDIA MEDICAL HISTORY","","","","",,1,1,,0,0,0
"chs","taking vasodilators","phv00109747","phs000287","pht001494","peripheral vasodilators, exclude dipyrid","","DrugExposure","tak_vasodil","","OMOP:21601560","phv00109056","CHS YEAR 8","","","","",,1,1,,0,0,0
"cardia","angina","phv00121514","phs000285","pht001871","angina based on current >=70% obstruction - angiography","","Condition","angina","","OMOP:321318","phv00121473","CARDIA MEDICAL HISTORY","","","","",,1,1,,0,0,0
"aric","carotid plaque","phv00204781","phs000280","pht004063","plaque/shadowing (both, 1 w/o other, neither) in the left carotid bifurcation [cohort. visit 1]","","Condition","carotid_plaque","","OMOP:4102124","phv00204812","ARIC EXAM 1","phv00204712","","","",,1,1,,0,0,0
"mesa","taking statin medication","phv00085407","phs000209","pht001116","any lipid-lowering medication","","DrugExposure","tak_statin","","OMOP:604501","phv00084441","MESA CLASSIC EXAM 1","phv00084442","","","",,1,1,,0,0,0
"mesa","taking ace inhibitors","phv00085328","phs000209","pht001116","ace inhibitors without diuretics","","DrugExposure","tak_aceinhib","","OMOP:21601784","phv00084441","MESA CLASSIC EXAM 1","phv00084442","","","",,1,1,,0,0,0
"aric","hypertension treatment","phv00296245","phs000280","pht006437","moderate or greater pulmonary hypertension","","DrugExposure","hypert_trt","","OMOP:4015732","phv00296190","ARIC EXAM 5","","","","",,1,1,,0,0,0
"chs","taking calcium channel blockers","phv00106462","phs000287","pht001490","immediate-release diltiazem","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00105099","CHS YEAR 5 NEW","","","","",,1,1,,0,0,0
"mesa","taking medication for diabetes","phv00085234","phs000209","pht001116","taking meds for diabetes","","DrugExposure","tak_med_diab","","OMOP:21600765","phv00084441","MESA CLASSIC EXAM 1","phv00084442","","","",,1,1,,0,0,0
"cardia","death","phv00117882","phs000285","pht001748","death tracking comments","","Person","death_stat","","OMOP:434489","phv00117878","CARDIA EXAM 7","","","","",,1,1,,0,0,0
"aric","sex","phv00510468","phs000280","pht004031","gender of participant [afu medical history form. amha02. visit 3]","","Demography","sex","","OMOP:3046965","phv00203148","ARIC EXAM 3","","","","",,1,1,,0,0,0
"chs","cause of death","phv00100832","phs000287","pht001466","cause of death","","Person","cause_of_death","","OMOP:4083743","phv00100808","CHS EVENTS","","","","",,1,1,,0,0,0
"fhs","lvh from ekg","phv00369890","phs000007","pht007777","definite left ventricular hypertrophy, exam 20","","Condition","lvh_ekg","","OMOP:4065282","phv00369651","FHS ORIGINAL EXAM 1-32","","","","",,1,1,,0,0,0
"mesa","cigarette smoking","phv00085570","phs000209","pht001116","smoked at least 100 cigarettes in lifetime","","Observation","cig_smok","","OMOP:4282779","phv00084441","MESA CLASSIC EXAM 1","phv00084442","","","",,1,1,,0,0,0
"fhs","history of heart disease","phv00004905","phs000007","pht000023","cdi-rheumatic heart disease","","Condition","hist_hrtdis","","OMOP:321588","phv00004939","FHS ORIGINAL EXAM 21","","","","",,1,1,,0,0,0
"chs","angina","phv00105881","phs000287","pht001490","angina by rose questionnaire","","Condition","angina","","OMOP:321318","phv00105099","CHS YEAR 5 NEW","","","","",,1,1,,0,0,0
"fhs","venous thromboembolism","phv00071918","phs000007","pht000744","dvt: doppler ultrasound: location","","Condition","ven_thromb","","OMOP:4327889","phv00071949","FHS DVT ORIGINAL, OFFSPRING, NEW OFFSPRING SPOUSE, GENERATION 3, OMNI1, OMNI2","","","","",,1,1,,0,0,0
"whi","venous thromboembolism","phv00193691","phs000200","pht003414","f33 hospitalized pulmonary embolism","","Condition","ven_thromb","","OMOP:4327889","phv00193686","WHI EXTENSION STUDY 2 SRC","","","","",,1,1,,0,0,0
"cardia","stroke","phv00121316","phs000285","pht001869","other basis for stroke diagnosis - text","","Condition","stroke","","OMOP:4212690","phv00121257","CARDIA MEDICAL HISTORY","","","","",,1,1,,0,0,0
"whi","cause of death","phv00193546","phs000200","pht003409","f124 coronary death prev angina, mi or revasc","","Person","cause_of_death","","OMOP:4083743","phv00193529","WHI DEATH 124","","","","",,1,1,,0,0,0
"chs","taking insulin","phv00107396","phs000287","pht001491","insulins","","DrugExposure","tak_insulin","","OMOP:45882625","phv00106520","CHS YEAR 5 OLD","","","","",,1,1,,0,0,0
"chs","taking calcium channel blockers","phv00107367","phs000287","pht001491","amlodipine","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00106520","CHS YEAR 5 OLD","","","","",,1,1,,0,0,0
"chs","alcohol consumption","phv00099913","phs000287","pht001451","do you drink liquor","","","","","","phv00099663","CHS BASELINE 2","phv00100283","","","",,1,,,0,0,0
