cohort,bdchm_label,phv,phs,pht,var_desc,var_units,bdchm_entity,bdchm_varname,bdchm_unit,onto_id,participantidphv,associatedvisit,ageinyearsphv,source_unit,target_unit,conversion_rule,equivalent_units,has_pht,has_onto,unit_match,unit_convert,unit_expr,row_good
"chs","taking beta blockers","phv00104765","phs000287","pht001489","any beta blocker","","DrugExposure","tak_betablk","","OMOP:21601741","phv00104468","CHS YEAR 4","","","","",,1,1,,0,0,0
"mesa","cause of death","phv00087883","phs000209","pht001123","death type","","Person","cause_of_death","","OMOP:4083743","phv00087848","MESA CLASSIC CVE","","","","",,1,1,,0,0,0
"chs","taking vasodilators","phv00197554","phs000287","pht003699","vasodilators (including alpha)","","DrugExposure","tak_vasodil","","OMOP:21601560","phv00197394","CHS PSG 1","","","","",,1,1,,0,0,0
"fhs","age at follow-up","phv00177930","phs000007","pht003099","age at exam 1","","","","","","phv00177926","FHS COHORT","","","","",,1,,,0,0,0
"fhs","medication use","phv00005606","phs000007","pht000025","medication use: non-steroidal anti-inflammatory agents (motrin, ibuprofen, naprosyn, indocin, clinoril)","","","","","","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,,,0,0,0
"mesa","taking non statin medication","phv00176766","phs000209","pht003091","bile-acid sequestrants","","DrugExposure","tak_nstat_med","","","phv00176007","MESA CLASSIC EXAM 5","","","","",,1,,,0,0,0
"chs","taking diuretics","phv00104418","phs000287","pht001488","thiazide diuretics with k-sparing agents","","DrugExposure","tak_diuret","","OMOP:21601461","phv00103781","CHS YEAR 3","","","","",,1,1,,0,0,0
"chs","taking calcium channel blockers","phv00105039","phs000287","pht001489","immediate-release dihyropyridines other","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00104468","CHS YEAR 4","","","","",,1,1,,0,0,0
"chs","atrial fibrillation","phv00107042","phs000287","pht001491","had atrial fibrillation","","Condition","afib","","OMOP:313217","phv00106520","CHS YEAR 5 OLD","","","","",,1,1,,0,0,0
"aric","carotid plaque","phv00204790","phs000280","pht004063","plaque/shadowing (both, 1 w/o other, neither) in any carotid site [cohort. visit 1]","","Condition","carotid_plaque","","OMOP:4102124","phv00204812","ARIC EXAM 1","phv00204712","","","",,1,1,,0,0,0
"fhs","education level","phv00254006","phs000007","pht004375","highest education level achieved","","SdohObservation","edu_lvl","","OMOP:4022643","phv00220863","FHS ORIGINAL EXAM 14-15","","","","",,1,1,,0,0,0
"fhs","taking non statin medication","phv00005593","phs000007","pht000025","medication use: anti cholesterol drugs (niacin or nicotinic acid)","","DrugExposure","tak_nstat_med","","","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,,,0,0,0
"fhs","medication use","phv00005620","phs000007","pht000025","medication use: medications - others (including vitamins)","","","","","","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,,,0,0,0
"fhs","medication use","phv00005587","phs000007","pht000025","medication use: antiarrhythmics (quinidine, procainamide, norpace, disopyramide, etc.)","","","","","","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,,,0,0,0
"cardia","diabetes","phv00121360","phs000285","pht001869","diabetes based on other","","Condition","diabetes","","OMOP:201820","phv00121257","CARDIA MEDICAL HISTORY","","","","",,1,1,,0,0,0
"mesa","race","phv00174585","phs000209","pht003086","race / ethnicity","","Demography","race","","OMOP:4013886","phv00174584","MESA AIR EXAM 5","","","","",,1,1,,0,0,0
"chs","taking angiotensin receptor blockers","phv00106434","phs000287","pht001490","combinations of angiotensin ii antagonist","","DrugExposure","tak_angiorecepblk","","OMOP:19402372","phv00105099","CHS YEAR 5 NEW","","","","",,1,1,,0,0,0
"fhs","lvh from ekg","phv00254748","phs000007","pht005141","electrocardiograph: hypertrophy, enlargement, and other ecg diagnoses: lvh","","Condition","lvh_ekg","","OMOP:4065282","phv00254596","FHS ORIGINAL EXAM 29","","","","",,1,1,,0,0,0
"fhs","diabetes","phv00080851","phs000007","pht000040","current diabetes status (using 200 mg/dl), exam 23","","Condition","diabetes","","OMOP:201820","phv00010783","FHS ORIGINAL EXAM 1-28","","","","",,1,1,,0,0,0
"fhs","cigarette smoking","phv00002464","phs000007","pht000017","cigarette smoking only: if now smoking: inhales cigarettes","","Observation","cig_smok","","OMOP:4282779","phv00002668","FHS ORIGINAL EXAM 15","","","","",,1,1,,0,0,0
"chs","taking calcium channel blockers","phv00199059","phs000287","pht003700","slow-release diltiazem","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00198805","CHS PSG 2","","","","",,1,1,,0,0,0
"cardia","taking alpha blockers","phv00113155","phs000285","pht001571","taking med now?","","DrugExposure","tak_alphablk","","OMOP:4333403","phv00113153","CARDIA EXAM 0","","","","",,1,1,,0,0,0
"fhs","medication use","phv00005589","phs000007","pht000025","medication use: anitcoagulants (coumadin, warfarin, etc.)","","","","","","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,,,0,0,0
"fhs","medication use","phv00005581","phs000007","pht000025","medication use: methyldopa (aldomet)","","","","","","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,,,0,0,0
"aric","vegetable consumption","phv00205300","phs000280","pht004070","[fruits]. in the past year, how often on average did you consume... peas or lima beans; 1/2 c. fresh, frozen or canned. q21 [dietary intake form. dtic04. visit 3]","","","","","","phv00205385","ARIC EXAM 3","","","","",,1,,,0,0,0
"fhs","medication use","phv00005580","phs000007","pht000025","medication use: reserpine derivatives","","","","","","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,,,0,0,0
"jhs","stroke","phv00401073","phs000286","pht008728","definite/probable brain infarction, non-carotid embolic (eib)","","Condition","stroke","","OMOP:4212690","phv00401067","JHS STROKE","","","","",,1,1,,0,0,0
"fhs","taking aldosterone receptor blockers","phv00250740","phs000007","pht004814","medical history - cardiovascular medications: k-sparing diuretics (aldactone, triamterene)","","DrugExposure","tak_aldorecepblk","","OMOP:4156739","phv00250718","FHS OMNI 1 EXAM 2","","","","",,1,1,,0,0,0
"fhs","lvh from ekg","phv00005877","phs000007","pht000025","ecg: left ventricular hypertrophy criteria r>11 mm in avl","","Condition","lvh_ekg","","OMOP:4065282","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,1,,0,0,0
"fhs","history of heart disease","phv00254241","phs000007","pht005140","clinical diagnostic impression-part i: heart diagnoses: rheumatic heart disease","","Condition","hist_hrtdis","","OMOP:321588","phv00254010","FHS OFFSPRING EXAM 9, OMNI 1 EXAM 4","","","","",,1,1,,0,0,0
"aric","history of heart disease","phv00203750","phs000280","pht004047","coronary heart disease/ischemic/atherosclerotic heart disease other than myocardial infarction? q6b [coroner /medical examiner form]","","Condition","hist_hrtdis","","OMOP:321588","phv00203808","ARIC DEATH EVENT","","","","",,1,1,,0,0,0
"fhs","history of heart disease","phv00004049","phs000007","pht000021","cdi: other heart disease (includes congenital)","","Condition","hist_hrtdis","","OMOP:321588","phv00004083","FHS ORIGINAL EXAM 19","","","","",,1,1,,0,0,0
"aric","diabetes","phv00512061","phs000280","pht012814","diabetes - lower cutpoint 126 mg/dl [cohort visit derived variables. visit 5]","","Condition","diabetes","","OMOP:201820","phv00512039","ARIC EXAM 5","phv00512050","","","",,1,1,,0,0,0
"chs","taking calcium channel blockers","phv00109000","phs000287","pht001493","immediate-release dihyropyridines other","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00108303","CHS YEAR 7","","","","",,1,1,,0,0,0
"chs","taking calcium channel blockers","phv00110654","phs000287","pht001495","slow-release dihydropyridines other than","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00109768","CHS YEAR 9","","","","",,1,1,,0,0,0
"mesa","fruit consumption","phv00218331","phs000209","pht004317","freq9 : orange juice","","","","","","phv00218303","MESA DIET EXAM 5","","","","",,1,,,0,0,0
"cardia","history of myocardial infarction","phv00115429","phs000285","pht001656","heart attack. q 3","","Condition","hist_my_inf","","OMOP:1340204","phv00115423","CARDIA YEAR 5","","","","",,1,1,,0,0,0
"chs","venous thromboembolism","phv00103742","phs000287","pht001487","told by md you had deep vein thrombosis","","Condition","ven_thromb","","OMOP:4327889","phv00103730","CHS YEAR 17","phv00103780","","","",,1,1,,0,0,0
"fhs","hypertension treatment","phv00254023","phs000007","pht005140","medical history - medications: since your last exam have you been told by doctor you have high blood pressure or hypertension?","","DrugExposure","hypert_trt","","OMOP:4015732","phv00254010","FHS OFFSPRING EXAM 9, OMNI 1 EXAM 4","","","","",,1,1,,0,0,0
"mesa","carotid plaque","phv00084797","phs000209","pht001116","right morphology","","Condition","carotid_plaque","","OMOP:4102124","phv00084441","MESA CLASSIC EXAM 1","phv00084442","","","",,1,1,,0,0,0
"fhs","taking non statin medication","phv00004972","phs000007","pht000024","medication use: anti cholesterol drugs (resins -- e.g. questran, colestid)","","DrugExposure","tak_nstat_med","","","phv00005557","FHS ORIGINAL EXAM 22","","","","",,1,,,0,0,0
"fhs","lvh from ekg","phv00070532","phs000007","pht000692","ecg lvh: intrinsicoid deflection >= 0.05 sec","","Condition","lvh_ekg","","OMOP:4065282","phv00070736","FHS ORIGINAL EXAM 28","","","","",,1,1,,0,0,0
"fhs","asthma","phv00003015","phs000007","pht000019","respiratory symptoms & chf complaints: asthma-seasonal","","Condition","asthma","","OMOP:4308356","phv00003261","FHS ORIGINAL EXAM 17","","","","",,1,1,,0,0,0
"aric","history of coronary angioplasty","phv00203945","phs000280","pht004053","q29c. special procedures/operations during stay: coronary angioplasty [hospital abstraction form. hra. version f]","","Procedure","hist_cor_angio","","OMOP:4184832","phv00204295","ARIC HOSPITAL FORM","","","","",,1,1,,0,0,0
"cardia","venous thromboembolism","phv00121571","phs000285","pht001871","pe based on pos pulmonary angiogram","","Condition","ven_thromb","","OMOP:4327889","phv00121473","CARDIA MEDICAL HISTORY","","","","",,1,1,,0,0,0
"fhs","lvh from ekg","phv00005884","phs000007","pht000025","ecg: left ventricular hypertrophy criteria r+s >= 35mm, (r in v5 or v6) or (s in v1 or v2)","","Condition","lvh_ekg","","OMOP:4065282","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,1,,0,0,0
"cardia","diabetes","phv00114343","phs000285","pht001601","diabetes. q 6","","Condition","diabetes","","OMOP:201820","phv00114324","CARDIA YEAR 2","","","","",,1,1,,0,0,0
"chs","taking ace inhibitors","phv00197553","phs000287","pht003699","ace inhibitors and diuretics","","DrugExposure","tak_aceinhib","","OMOP:21601784","phv00197394","CHS PSG 1","","","","",,1,1,,0,0,0
"aric","history of myocardial infarction","phv00294812","phs000280","pht006416","hospitalized for heart attack since last contact (deceased participants) q7 in afu v1-v3; q6 in dec v1","","Condition","hist_my_inf","","OMOP:1340204","phv00294620","ARIC AFQ","phv00294816","","","",,1,1,,0,0,0
"fhs","lvh from ekg","phv00010021","phs000007","pht000035","left ventricular hypertrophy criteria: r > 20 mm in any limb lead","","Condition","lvh_ekg","","OMOP:4065282","phv00010138","FHS OFFSPRING EXAM 6","","","","",,1,1,,0,0,0
"whi","alcohol consumption","phv00077555","phs000200","pht000990","how often drink more alcohol on special occasions","","","","","","phv00077450","WHI YEAR 3","","","","",,1,,,0,0,0
"mesa","taking oral hypoglycemic agents","phv00087103","phs000209","pht001121","oral hypoglycemic agents","","DrugExposure","tak_orlhypoag","","OMOP:4162568","phv00087070","MESA FAMILY","phv00087071","","","",,1,1,,0,0,0
"fhs","cigarette smoking","phv00369825","phs000007","pht007777","current smoking status, exam 19","","Observation","cig_smok","","OMOP:4282779","phv00369651","FHS ORIGINAL EXAM 1-32","","","","",,1,1,,0,0,0
"fhs","medication use","phv00005582","phs000007","pht000025","medication use: alpha agonist (clonidine, wytensin, guanabenz)","","","","","","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,,,0,0,0
"chs","alcohol consumption","phv00101954","phs000287","pht001474","amt of alcoh consumed per wk","","","","","","phv00101324","CHS YEAR 10","phv00102006","","","",,1,,,0,0,0
"aric","vegetable consumption","phv00205205","phs000280","pht004069","[vegetables]. in the past year, how often on average did you consume... tomatoes; 1, or tomato juice; 4 oz. q25 [dietary intake form. dtib. visit 2]","","","","","","phv00205279","ARIC EXAM 2","","","","",,1,,,0,0,0
"whi","alcohol consumption","phv00077955","phs000200","pht000993","alcohol not with major meal","","","","","","phv00077907","WHI YEAR 6","","","","",,1,,,0,0,0
"fhs","history of heart disease","phv00007929","phs000007","pht000031","rheumatic heart disease","","Condition","hist_hrtdis","","OMOP:321588","phv00008379","FHS OFFSPRING EXAM 2","","","","",,1,1,,0,0,0
"chs","alcohol consumption","phv00198914","phs000287","pht003700","9b drinks with hard liquor (1 shot)","","","","","","phv00198805","CHS PSG 2","","","","",,1,,,0,0,0
"fhs","copd","phv00254499","phs000007","pht005140","respiratory disease questionnaire part 1-tech administered: have you ever had the following condition diagnosed by a doctor or health care professional: copd","","Condition","copd","","OMOP:44788836","phv00254010","FHS OFFSPRING EXAM 9, OMNI 1 EXAM 4","","","","",,1,1,,0,0,0
"aric","venous thromboembolism","phv00207698","phs000280","pht004125","has a doctor ever told you that you had a blood clot in a leg (deep vein thrombosis)? this does not include varicose veins or phlebitis. q9a [medical history questionnaire. mhqa04. visit 4]","","Condition","ven_thromb","","OMOP:4327889","phv00207742","ARIC EXAM 4","","","","",,1,1,,0,0,0
"fhs","medication use","phv00005593","phs000007","pht000025","medication use: anti cholesterol drugs (niacin or nicotinic acid)","","","","","","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,,,0,0,0
"chs","obesity","phv00100098","phs000287","pht001451","obesity > 130% ideal","","Condition","obesity","","OMOP:433736","phv00099663","CHS BASELINE 2","phv00100283","","","",,1,1,,0,0,0
"fhs","taking aldosterone receptor blockers","phv00004602","phs000007","pht000023","k-sparing diuretics (aldactone, triamterene, amiloride)","","DrugExposure","tak_aldorecepblk","","OMOP:4156739","phv00004939","FHS ORIGINAL EXAM 21","","","","",,1,1,,0,0,0
"chs","taking calcium channel blockers","phv00106509","phs000287","pht001490","slow-release verapamil","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00105099","CHS YEAR 5 NEW","","","","",,1,1,,0,0,0
"fhs","cigarette smoking","phv00369828","phs000007","pht007777","current smoking status, exam 22","","Observation","cig_smok","","OMOP:4282779","phv00369651","FHS ORIGINAL EXAM 1-32","","","","",,1,1,,0,0,0
"fhs","medication use","phv00006131","phs000007","pht000026","medication use - potassium supplements","","","","","","phv00006325","FHS ORIGINAL EXAM 24","","","","",,1,,,0,0,0
"fhs","cigarette smoking","phv00254617","phs000007","pht005141","medical history - smoking: have you smoked cigarettes regularly since your last exam?","","Observation","cig_smok","","OMOP:4282779","phv00254596","FHS ORIGINAL EXAM 29","","","","",,1,1,,0,0,0
"chs","lvh from ekg","phv00197362","phs000287","pht003698","left ventricular hypertrophy (lvh) voltage (mn code 3-3)","","Condition","lvh_ekg","","OMOP:4065282","","","","","","",,,1,,0,0,0
"whi","race","phv00079325","phs000200","pht001009","vietnamese","","Demography","race","","OMOP:4013886","phv00079312","WHI PI 41","","","","",,1,1,,0,0,0
"mesa","history of cardiovascular disease","phv00087853","phs000209","pht001123","myocardial infarction (mi)","","Condition","hist_cvd","","OMOP:134057","phv00087848","MESA CLASSIC CVE","","","","",,1,1,,0,0,0
"cardia","family history of stroke","phv00115617","phs000285","pht001666","# of pt's sisters that had a stroke. q 4c","","Condition","fam_stroke","","OMOP:4169009","phv00115593","CARDIA YEAR 5","","","","",,1,1,,0,0,0
"fhs","taking insulin","phv00056962","phs000007","pht000397","insulins","","DrugExposure","tak_insulin","","OMOP:45882625","phv00057982","FHS OFFSPRING AND OMNI 1 SHHS 2","","","","",,1,1,,0,0,0
"fhs","medication use","phv00005607","phs000007","pht000025","medication use: if taking non-steroidal anti-inflammatory agents, do you take them every day?","","","","","","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,,,0,0,0
