cohort,bdchm_label,phv,pht,var_desc,var_units,bdchm_entity,bdchm_varname,bdchm_unit,associatedvisit,participantidphv,has_pht,has_onto,unit_match,unit_convert,unit_expr,row_good,bad_map,add_map,expr,add_var_units,note
cardia,temperature,phv00114608,pht001626,degree centigrade,Cel,MeasurementObservation,bdy_temp,Cel,CARDIA YEAR 2,phv00114583,1,1,,0,0,0,,,,1,
cardia,temperature,phv00115703,pht001667,degrees centigrade,Cel,MeasurementObservation,bdy_temp,Cel,CARDIA YEAR 5,phv00115618,1,1,,0,0,0,,,,1,
cardia,temperature,phv00118956,pht001781,degrees centigrade,Cel,MeasurementObservation,bdy_temp,Cel,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,troponin all types,phv00121284,pht001869,troponin lab test type,,MeasurementObservation,troponin,ng/mL,CARDIA MEDICAL HISTORY,phv00121257,1,1,,0,0,0,1,,,,categorical vars with no units. Cannot find in CARDIA documentation
cardia,troponin all types,phv00121285,pht001869,troponin lab test results,,MeasurementObservation,troponin,ng/mL,CARDIA MEDICAL HISTORY,phv00121257,1,1,,0,0,0,1,,,,categorical vars with no units. Cannot find in CARDIA documentation
cardia,troponin all types,phv00121500,pht001871,troponin lab test type,,MeasurementObservation,troponin,ng/mL,CARDIA MEDICAL HISTORY,phv00121473,1,1,,0,0,0,1,,,,categorical vars with no units. Cannot find in CARDIA documentation
cardia,troponin all types,phv00121501,pht001871,troponin lab test results,,MeasurementObservation,troponin,ng/mL,CARDIA MEDICAL HISTORY,phv00121473,1,1,,0,0,0,1,,,,categorical vars with no units. Cannot find in CARDIA documentation
cardia,vegetables,phv00112717,pht001565,dark-green vegetables,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00112718,pht001565,deep-yellow vegetables,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00112719,pht001565,tomato,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00112720,pht001565,white potatoes,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00112721,pht001565,fried potatoes,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00112722,pht001565,other starchy vegetables,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00112723,pht001565,legumes (cooked dried beans),{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00112724,pht001565,other vegetables,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00112725,pht001565,fried vegetables,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00112726,pht001565,vegetable juice,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00112727,pht001565,vegetable-based savory snack,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00116769,pht001712,dark-green vegetables,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00116770,pht001712,deep-yellow vegetables,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00116771,pht001712,tomato,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00116772,pht001712,white potatoes,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00116773,pht001712,fried potatoes,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00116774,pht001712,other starchy vegetables,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00116775,pht001712,legumes (cooked dried beans),{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00116776,pht001712,other vegetables,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00116777,pht001712,fried vegetables,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00116778,pht001712,vegetable juice,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,1,manually fixed
cardia,vegetables,phv00116779,pht001712,vegetable-based savory snack,{servings}/d,MeasurementObservation,vege_serving,{servings}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,1,manually fixed
cardia,white blood cell count,phv00112686,pht001563,white cell count (x 1000),10*9/L,MeasurementObservation,whtbld_ct,10*3/uL,CARDIA YEAR 0,phv00112654,1,1,,0,0,0,,,,1,
