cohort,bdchm_label,phv,pht,var_desc,var_units,bdchm_entity,bdchm_varname,bdchm_unit,participantidphv,associatedvisit,source_unit,target_unit,conversion_rule,equivalent_units,has_pht,has_onto,unit_match,unit_convert,unit_expr,row_good,varlist,bad_map,expr,add_var_units,note,added_phv
"whi","alcohol","phv00079352","pht001010","drinks of alcohol (age 23-29)","","MeasurementObservation","alcohol_servings","{#}/wk","phv00079332","WHI OS 42","","","",,1,1,,0,0,0,"","","","","",""
"whi","alcohol","phv00079353","pht001010","drinks of alcohol (age 30-49)","","MeasurementObservation","alcohol_servings","{#}/wk","phv00079332","WHI OS 42","","","",,1,1,,0,0,0,"","","","","",""
"whi","alcohol","phv00079354","pht001010","drinks of alcohol (age 50)","","MeasurementObservation","alcohol_servings","{#}/wk","phv00079332","WHI OS 42","","","",,1,1,,0,0,0,"","","","","",""
"whi","alcohol","phv00079632","pht001014","glasses red wine drank past 3 m","","MeasurementObservation","alcohol_servings","{#}/wk","phv00079556","WHI YEAR 1","","","",,1,1,,0,0,0,"","","","","",""
"whi","alcohol","phv00079633","pht001014","glasses white/rose wine drank past 3 m","","MeasurementObservation","alcohol_servings","{#}/wk","phv00079556","WHI YEAR 1","","","",,1,1,,0,0,0,"","","","","",""
"whi","alcohol","phv00077555","pht000990","how often drink more alcohol on special occasions","","MeasurementObservation","alcohol_servings","{#}/wk","phv00077450","WHI YEAR 3","","","",,1,1,,0,0,0,"","","","","",""
"whi","alcohol","phv00077957","pht000993","how often drink on special occasions","","MeasurementObservation","alcohol_servings","{#}/wk","phv00077907","WHI YEAR 6","","","",,1,1,,0,0,0,"","","","","",""
"whi","alcohol","phv00078845","pht001004","liquor - frequency","","MeasurementObservation","alcohol_servings","{#}/wk","phv00082638","WHI PH 35","","","",,1,1,,0,0,0,"","","","","",""
"whi","alcohol","phv00078846","pht001004","liquor - serving size","","MeasurementObservation","alcohol_servings","{#}/wk","phv00082638","WHI PH 35","","","",,1,1,,0,0,0,"","","","","",""
"whi","alcohol","phv00283353","pht006218","mped: total drinks of alcohol","","MeasurementObservation","alcohol_servings","{#}/wk","phv00283348","WHI BASELINE","","","",,1,1,,0,0,0,"","","","","",""
"whi","alcohol","phv00077550","pht000990","past 3 months drank alcohol","","MeasurementObservation","alcohol_servings","{#}/wk","phv00077450","WHI YEAR 3","","","",,1,1,,0,0,0,"","","","","",""
"whi","alcohol","phv00077553","pht000990","past 3 months drinks of alcohol not around major meal","","MeasurementObservation","alcohol_servings","{#}/wk","phv00077450","WHI YEAR 3","","","",,1,1,,0,0,0,"","","","","",""
"whi","alcohol","phv00077551","pht000990","past 3 months frequency drank alcohol","","MeasurementObservation","alcohol_servings","{#}/wk","phv00077450","WHI YEAR 3","","","",,1,1,,0,0,0,"","","","","",""
"whi","alcohol","phv00078785","pht001003","still drink alcohol","","MeasurementObservation","alcohol_servings","{#}/wk","phv00078772","WHI PH 34","","","",,1,1,,0,0,0,"","","","","",""
"whi","alcohol","phv00078843","pht001004","wine - frequency","","MeasurementObservation","alcohol_servings","{#}/wk","phv00082638","WHI PH 35","","","",,1,1,,0,0,0,"","","","","",""
"whi","alcohol","phv00078844","pht001004","wine - serving size","","MeasurementObservation","alcohol_servings","{#}/wk","phv00082638","WHI PH 35","","","",,1,1,,0,0,0,"","","","","",""
"whi","fruits","phv00283389","pht006218","hei component total fruit","","MeasurementObservation","fruit_serving","{#}/wk","phv00283348","WHI BASELINE","","","",,1,1,,0,0,0,"","","","","",""
"whi","fruits","phv00283390","pht006218","hei component whole fruit","","MeasurementObservation","fruit_serving","{#}/wk","phv00283348","WHI BASELINE","","","",,1,1,,0,0,0,"","","","","",""
"whi","fruits","phv00111869","pht001517","item #126: fruit summary","","MeasurementObservation","fruit_serving","{#}/wk","phv00111654","WHI FG 60 1","","","",,1,1,,0,0,0,"","","","","",""
"whi","fruits","phv00283360","pht006218","mped: number of citrus, melon, berry cup equivalents","","MeasurementObservation","fruit_serving","{#}/wk","phv00283348","WHI BASELINE","","","",,1,1,,0,0,0,"","","","","",""
"whi","fruits","phv00283361","pht006218","mped: number of non-juice citrus, melon, berry cup equivalents","","MeasurementObservation","fruit_serving","{#}/wk","phv00283348","WHI BASELINE","","","",,1,1,,0,0,0,"","","","","",""
"whi","fruits","phv00283364","pht006218","mped: number of other fruit cup equivalents","","MeasurementObservation","fruit_serving","{#}/wk","phv00283348","WHI BASELINE","","","",,1,1,,0,0,0,"","","","","",""
"whi","fruits","phv00283362","pht006218","mped: number of other non-juice fruit cup equivalents","","MeasurementObservation","fruit_serving","{#}/wk","phv00283348","WHI BASELINE","","","",,1,1,,0,0,0,"","","","","",""
"whi","fruits","phv00283365","pht006218","mped: total number of fruit cup equivalents","","MeasurementObservation","fruit_serving","{#}/wk","phv00283348","WHI BASELINE","","","",,1,1,,0,0,0,"","","","","",""
"whi","fruits","phv00283363","pht006218","mped: total number of non-juice fruit cup equivalents","","MeasurementObservation","fruit_serving","{#}/wk","phv00283348","WHI BASELINE","","","",,1,1,,0,0,0,"","","","","",""
"whi","lactate dehydrogenase ldh","phv00193015","pht003405","serum lactate dehydrogenase","","MeasurementObservation","lactate_dehyd","[IU]/L","phv00192992","WHI CAD 121","","","",,1,1,,0,0,0,"","","","","",""
"whi","lactate dehydrogenase ldh","phv00193073","pht003406","serum lactate dehydrogenase","","MeasurementObservation","lactate_dehyd","[IU]/L","phv00193046","WHI CAD 121","","","",,1,1,,0,0,0,"","","","","",""
"whi","pr interval","phv00155285","pht002118","prolonged pr interval","","MeasurementObservation","pr_ekg","ms","phv00154925","WHI ELECTROCARDIOGRAM -MYOCARDIAL INFARCTION NOVACODE FOLLOW-UP","","","",,1,1,,0,0,0,"","","","","",""
"whi","pr interval","phv00155444","pht002118","short pr interval","","MeasurementObservation","pr_ekg","ms","phv00154925","WHI ELECTROCARDIOGRAM -MYOCARDIAL INFARCTION NOVACODE FOLLOW-UP","","","",,1,1,,0,0,0,"","","","","",""
"whi","troponin all types","phv00283656","pht006223","f136 troponin type","","MeasurementObservation","troponin","ng/mL","phv00283451","WHI UNC HEART FAILURE DETAILS","","","",,1,1,,0,0,0,"","","","","",""
"whi","troponin all types","phv00283654","pht006223","f136 troponin/cardiac enzymes upper limit normal less than","","MeasurementObservation","troponin","ng/mL","phv00283451","WHI UNC HEART FAILURE DETAILS","","","",,1,1,,0,0,0,"","","","","",""
"whi","troponin all types","phv00283655","pht006223","f136 troponin/cardiac enzymes upper limit normal value","","MeasurementObservation","troponin","ng/mL","phv00283451","WHI UNC HEART FAILURE DETAILS","","","",,1,1,,0,0,0,"","","","","",""
"whi","troponin all types","phv00283652","pht006223","f136 troponin/cardiac enzymes worst less than","","MeasurementObservation","troponin","ng/mL","phv00283451","WHI UNC HEART FAILURE DETAILS","","","",,1,1,,0,0,0,"","","","","",""
"whi","troponin all types","phv00283653","pht006223","f136 troponin/cardiac enzymes worst value","","MeasurementObservation","troponin","ng/mL","phv00283451","WHI UNC HEART FAILURE DETAILS","","","",,1,1,,0,0,0,"","","","","",""
"whi","troponin all types","phv00193017","pht003405","troponin lab results","","MeasurementObservation","troponin","ng/mL","phv00192992","WHI CAD 121","","","",,1,1,,0,0,0,"","","","","",""
"whi","troponin all types","phv00193075","pht003406","troponin lab results","","MeasurementObservation","troponin","ng/mL","phv00193046","WHI CAD 121","","","",,1,1,,0,0,0,"","","","","",""
"whi","troponin all types","phv00193016","pht003405","troponin lab test","","MeasurementObservation","troponin","ng/mL","phv00192992","WHI CAD 121","","","",,1,1,,0,0,0,"","","","","",""
"whi","troponin all types","phv00193074","pht003406","troponin lab test","","MeasurementObservation","troponin","ng/mL","phv00193046","WHI CAD 121","","","",,1,1,,0,0,0,"","","","","",""
"whi","vegetables","phv00283396","pht006218","hei component dark green & orange veg & legumes","","MeasurementObservation","vege_serving","{servings}/wk","phv00283348","WHI BASELINE","","","",,1,1,,0,0,0,"","","","","",""
"whi","vegetables","phv00283395","pht006218","hei component total vegetables","","MeasurementObservation","vege_serving","{servings}/wk","phv00283348","WHI BASELINE","","","",,1,1,,0,0,0,"","","","","",""
