cohort,bdchm_label,phv,pht,var_desc,var_units,bdchm_entity,bdchm_varname,bdchm_unit,participantidphv,associatedvisit,source_unit,target_unit,conversion_rule,equivalent_units,has_pht,has_onto,unit_match,unit_convert,unit_expr,row_good,varlist,bad_map,expr,add_var_units,note,added_phv
"fhs","vegetables","phv00069927","pht000680","ffq: broccoli (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068241","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157462","pht002151","ffq: broccoli (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157939","pht002152","ffq: broccoli (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00158256","pht002153","ffq: broccoli (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478124","pht010753","ffq: broccoli (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478735","pht010754","ffq: broccoli (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00523723","pht012909","ffq: broccoli (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00156832","pht002150","ffq: brussels sprouts","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00162192","pht002350","ffq: brussels sprouts","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00172522","pht002900","ffq: brussels sprouts","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477001","pht010751","ffq: brussels sprouts","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477564","pht010752","ffq: brussels sprouts","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068321","pht000681","ffq: brussels sprouts (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068889","pht000682","ffq: brussels sprouts (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00069930","pht000680","ffq: brussels sprouts (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068241","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157465","pht002151","ffq: brussels sprouts (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157942","pht002152","ffq: brussels sprouts (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00158259","pht002153","ffq: brussels sprouts (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478127","pht010753","ffq: brussels sprouts (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478738","pht010754","ffq: brussels sprouts (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00523726","pht012909","ffq: brussels sprouts (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00156830","pht002150","ffq: cabbage or cole slaw","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00162190","pht002350","ffq: cabbage or cole slaw","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00476999","pht010751","ffq: cabbage or cole slaw","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477562","pht010752","ffq: cabbage or cole slaw","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068319","pht000681","ffq: cabbage or cole slaw (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068887","pht000682","ffq: cabbage or cole slaw (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00069928","pht000680","ffq: cabbage or cole slaw (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068241","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157463","pht002151","ffq: cabbage or cole slaw (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157940","pht002152","ffq: cabbage or cole slaw (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00158257","pht002153","ffq: cabbage or cole slaw (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478125","pht010753","ffq: cabbage or cole slaw (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00523724","pht012909","ffq: cabbage or cole slaw (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00172521","pht002900","ffq: cabbage or coleslaw","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478737","pht010754","ffq: cabbage or coleslaw (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00156834","pht002150","ffq: carrots, cooked","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00162194","pht002350","ffq: carrots, cooked","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477003","pht010751","ffq: carrots, cooked","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477566","pht010752","ffq: carrots, cooked","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068323","pht000681","ffq: carrots, cooked (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068891","pht000682","ffq: carrots, cooked (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00069932","pht000680","ffq: carrots, cooked (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068241","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157467","pht002151","ffq: carrots, cooked (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157944","pht002152","ffq: carrots, cooked (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00158261","pht002153","ffq: carrots, cooked (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478129","pht010753","ffq: carrots, cooked (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00523728","pht012909","ffq: carrots, cooked (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00172524","pht002900","ffq: carrots, cooked (1/2 cup) or carrot juice (2-3 oz.)","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478740","pht010754","ffq: carrots, cooked (1/2 cup) or juice (2 - 3 oz)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00156833","pht002150","ffq: carrots, raw","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00162193","pht002350","ffq: carrots, raw","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00172523","pht002900","ffq: carrots, raw","1/2carrotor2-4sticks","MeasurementObservation","vege_serving","{servings}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477002","pht010751","ffq: carrots, raw","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477565","pht010752","ffq: carrots, raw","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478739","pht010754","ffq: carrots, raw (1/2 carrot or 2 - 4 sticks)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068322","pht000681","ffq: carrots, raw (1/2 or 2-4 sticks)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068890","pht000682","ffq: carrots, raw (1/2 or 2-4 sticks)","","MeasurementObservation","vege_serving","{servings}/wk","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00069931","pht000680","ffq: carrots, raw (1/2 or 2-4 sticks)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068241","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157466","pht002151","ffq: carrots, raw (1/2 or 2-4 sticks)","","MeasurementObservation","vege_serving","{servings}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157943","pht002152","ffq: carrots, raw (1/2 or 2-4 sticks)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00158260","pht002153","ffq: carrots, raw (1/2 or 2-4 sticks)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478128","pht010753","ffq: carrots, raw (1/2 or 2-4 sticks)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00523727","pht012909","ffq: carrots, raw (1/2 or 2-4 sticks)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00156831","pht002150","ffq: cauliflower","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00162191","pht002350","ffq: cauliflower","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00172520","pht002900","ffq: cauliflower","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477000","pht010751","ffq: cauliflower","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477563","pht010752","ffq: cauliflower","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068320","pht000681","ffq: cauliflower (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068888","pht000682","ffq: cauliflower (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00069929","pht000680","ffq: cauliflower (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068241","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157464","pht002151","ffq: cauliflower (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157941","pht002152","ffq: cauliflower (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00158258","pht002153","ffq: cauliflower (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478126","pht010753","ffq: cauliflower (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478736","pht010754","ffq: cauliflower (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00523725","pht012909","ffq: cauliflower (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00156847","pht002150","ffq: celery","4inchstick","MeasurementObservation","vege_serving","{servings}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00162207","pht002350","ffq: celery","4inchstick","MeasurementObservation","vege_serving","{servings}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00172535","pht002900","ffq: celery","2-3sticks","MeasurementObservation","vege_serving","{servings}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477016","pht010751","ffq: celery","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477579","pht010752","ffq: celery","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478751","pht010754","ffq: celery (2 - 3 sticks)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00069941","pht000680","ffq: celery (4 stick)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068241","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068336","pht000681","ffq: celery (4"" stick)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068904","pht000682","ffq: celery (4"" stick)","","MeasurementObservation","vege_serving","{servings}/wk","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157480","pht002151","ffq: celery (4"" stick)","","MeasurementObservation","vege_serving","{servings}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157957","pht002152","ffq: celery (4"" stick)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00158274","pht002153","ffq: celery (4"" stick)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478142","pht010753","ffq: celery (4"" stick)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00523741","pht012909","ffq: celery (4"" stick)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00156835","pht002150","ffq: corn","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00162195","pht002350","ffq: corn","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477004","pht010751","ffq: corn","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477567","pht010752","ffq: corn","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068324","pht000681","ffq: corn (1 ear or 1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068892","pht000682","ffq: corn (1 ear or 1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157468","pht002151","ffq: corn (1 ear or 1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157945","pht002152","ffq: corn (1 ear or 1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00158262","pht002153","ffq: corn (1 ear or 1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478130","pht010753","ffq: corn (1 ear or 1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478741","pht010754","ffq: corn (1 ear or 1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00523729","pht012909","ffq: corn (1 ear or 1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00172525","pht002900","ffq: corn (1 ear), or frozen or canned (1/2 cup)","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00172528","pht002900","ffq: dark orange (winter) squash","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478744","pht010754","ffq: dark orange (winter) squash (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00172529","pht002900","ffq: eggplant, zucchini or other summer squash","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068329","pht000681","ffq: eggplant, zucchini, summer squash (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068897","pht000682","ffq: eggplant, zucchini, summer squash (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00069936","pht000680","ffq: eggplant, zucchini, summer squash (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068241","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157473","pht002151","ffq: eggplant, zucchini, summer squash (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157950","pht002152","ffq: eggplant, zucchini, summer squash (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00158267","pht002153","ffq: eggplant, zucchini, summer squash (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478745","pht010754","ffq: eggplant, zuke, summer squash (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00523734","pht012909","ffq: eggplnt, zucchini, sum sq (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00156840","pht002150","ffq: eggplnt, zucchini, summer squash","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00162200","pht002350","ffq: eggplnt, zucchini, summer squash","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477009","pht010751","ffq: eggplnt, zucchini, summer squash","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477572","pht010752","ffq: eggplnt, zucchini, summer squash","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478135","pht010753","ffq: eggplnt, zucchini, summer squash (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00156850","pht002150","ffq: garlic","1cloveorshake","MeasurementObservation","vege_serving","{servings}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00162210","pht002350","ffq: garlic","1cloveorshake","MeasurementObservation","vege_serving","{servings}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477019","pht010751","ffq: garlic","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00477582","pht010752","ffq: garlic","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068339","pht000681","ffq: garlic (1 clove or shake)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00068907","pht000682","ffq: garlic (1 clove or shake)","","MeasurementObservation","vege_serving","{servings}/wk","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00069944","pht000680","ffq: garlic (1 clove or shake)","","MeasurementObservation","vege_serving","{servings}/wk","phv00068241","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157483","pht002151","ffq: garlic (1 clove or shake)","","MeasurementObservation","vege_serving","{servings}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00157960","pht002152","ffq: garlic (1 clove or shake)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00158277","pht002153","ffq: garlic (1 clove or shake)","","MeasurementObservation","vege_serving","{servings}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00478145","pht010753","ffq: garlic (1 clove or shake)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00523744","pht012909","ffq: garlic (1 clove or shake)","","MeasurementObservation","vege_serving","{servings}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","vegetables","phv00156845","pht002150","ffq: iceberg or head lettuce","{servings}","MeasurementObservation","vege_serving","{servings}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
